,ICAO,Name,Altitude ,Latitude,Longitude,,,,,,,,,,,,,,,,,,
4514,KGEG,Spokane International Airport,2365,47.616913,-117.53978,,,,,,,,,,,,,,KGEG,Spokane International Airport,2365,47.616913,-117.53978
4515,MYAP,Spring Point Airport,11,22.44182,-73.970802,,,,,,,,,,,,,,MYAP,Spring Point Airport,11,22.44182,-73.970802
4516,KASG,Springdale Municipal Airport,1353,36.176388,-94.119164,,,,,,,,,,,,,,KASG,Springdale Municipal Airport,1353,36.176388,-94.119164
4517,KSPI,Springfield Abraham Lincoln Capital Airport,597,39.844101,-89.677803,,,,,,,,,,,,,,KSPI,Springfield Abraham Lincoln Capital Airport,597,39.844101,-89.677803
4518,KSGH,Springfield Beckley Municipal Airport,1052,39.840279,-83.840279,,,,,,,,,,,,,,KSGH,Springfield Beckley Municipal Airport,1052,39.840279,-83.840279
4519,KSGF,Springfield Branson National Airport,1268,37.245659,-93.388603,,,,,,,,,,,,,,KSGF,Springfield Branson National Airport,1268,37.245659,-93.388603
4520,KCEF,Springfield Westover Metropolitan Airport,241,42.194012,-72.534698,,,,,,,,,,,,,,KCEF,Springfield Westover Metropolitan Airport,241,42.194012,-72.534698
4521,UESK,Srednekolymsk Airport,54,67.479218,153.735001,,,,,,,,,,,,,,UESK,Srednekolymsk Airport,54,67.479218,153.735001
4522,VISR,Srinagar Airport,5429,33.987129,74.774246,,,,,,,,,,,,,,VISR,Srinagar Airport,5429,33.987129,74.774246
4523,YSGE,St George Airport,656,-28.053333,148.593887,,,,,,,,,,,,,,YSGE,St George Airport,656,-28.053333,148.593887
4524,LFLN,St-Yan Airport,796,46.412498,4.01326,,,,,,,,,,,,,,LFLN,St-Yan Airport,796,46.412498,4.01326
4525,CYAY,St. Anthony Airport,108,51.391941,-56.083,,,,,,,,,,,,,,CYAY,St. Anthony Airport,108,51.391941,-56.083
4526,EGSY,St. Athan Airport,163,51.404106,-3.439235,,,,,,,,,,,,,,EGSY,St. Athan Airport,163,51.404106,-3.439235
4527,KSGJ,St. Augustine Northeast Florida Regional Airport,5,29.959324,-81.337852,,,,,,,,,,,,,,KSGJ,St. Augustine Northeast Florida Regional Airport,5,29.959324,-81.337852
4528,CYSN,St. Catharines Niagara District Airport,321,43.1917,-79.1717,,,,,,,,,,,,,,CYSN,St. Catharines Niagara District Airport,321,43.1917,-79.1717
4529,KSTC,St. Cloud Regional Airport,1031,45.546665,-94.059998,,,,,,,,,,,,,,KSTC,St. Cloud Regional Airport,1031,45.546665,-94.059998
4530,TISX,St. Croix Henry E. Rohlsen Airport,74,17.70155,-64.801697,,,,,,,,,,,,,,TISX,St. Croix Henry E. Rohlsen Airport,74,17.70155,-64.801697
4531,LSZR,St. Gallen Altenrhein Airport,1306,47.485031,9.560775,,,,,,,,,,,,,,LSZR,St. Gallen Altenrhein Airport,1306,47.485031,9.560775
4532,PAPB,St. George Island Airport,108,56.575466,-169.664078,,,,,,,,,,,,,,PAPB,St. George Island Airport,108,56.575466,-169.664078
4533,KSGU,St. George Regional Airport,2884,37.029999,-113.510002,,,,,,,,,,,,,,KSGU,St. George Regional Airport,2884,37.029999,-113.510002
4534,TFFJ,St. Jean Gustaf III Airport,49,17.90444,-62.843601,,,,,,,,,,,,,,TFFJ,St. Jean Gustaf III Airport,49,17.90444,-62.843601
4535,CYYT,St. John's International Airport,461,47.61861,-52.7519,,,,,,,,,,,,,,CYYT,St. John's International Airport,461,47.61861,-52.7519
4536,KCPS,St. Louis Downtown Airport,409,38.573383,-90.146217,,,,,,,,,,,,,,KCPS,St. Louis Downtown Airport,409,38.573383,-90.146217
4537,KSTL,St. Louis Lambert International Airport,618,38.748692,-90.370003,,,,,,,,,,,,,,KSTL,St. Louis Lambert International Airport,618,38.748692,-90.370003
4538,PASM,St. Mary's Airport,312,62.060001,-163.300003,,,,,,,,,,,,,,PASM,St. Mary's Airport,312,62.060001,-163.300003
4539,PAMK,St. Michael Airport,98,63.490002,-162.110275,,,,,,,,,,,,,,PAMK,St. Michael Airport,98,63.490002,-162.110275
4540,LSZS,St. Moritz Samedan Airport,5600,46.534069,9.884106,,,,,,,,,,,,,,LSZS,St. Moritz Samedan Airport,5600,46.534069,9.884106
4541,KSTP,St. Paul Downtown Airport,705,44.933334,-93.066666,,,,,,,,,,,,,,KSTP,St. Paul Downtown Airport,705,44.933334,-93.066666
4542,PASN,St. Paul Island Airport,66,57.167332,-170.220001,,,,,,,,,,,,,,PASN,St. Paul Island Airport,66,57.167332,-170.220001
4543,KSPG,St. Petersburg Albert Whitted Airport,7,27.76511,-82.6269,,,,,,,,,,,,,,KSPG,St. Petersburg Albert Whitted Airport,7,27.76511,-82.6269
4544,KPIE,St. Petersburg Clearwater International Airport,11,27.91,-82.687401,,,,,,,,,,,,,,KPIE,St. Petersburg Clearwater International Airport,11,27.91,-82.687401
4545,ULLI,St. Petersburg Pulkovo Airport,78,59.800289,30.262501,,,,,,,,,,,,,,ULLI,St. Petersburg Pulkovo Airport,78,59.800289,30.262501
4546,LSTS,St. Stephan Airport,3279,46.498852,7.410307,,,,,,,,,,,,,,LSTS,St. Stephan Airport,3279,46.498852,7.410307
4547,CYST,St. Theresa Point Airport,773,53.84,-94.849998,,,,,,,,,,,,,,CYST,St. Theresa Point Airport,773,53.84,-94.849998
4548,TIST,St. Thomas Cyril E. King Airport,23,18.337299,-64.973297,,,,,,,,,,,,,,TIST,St. Thomas Cyril E. King Airport,23,18.337299,-64.973297
4549,EDLS,Stadtlohn Vreden Airport,157,51.995277,6.843333,,,,,,,,,,,,,,EDLS,Stadtlohn Vreden Airport,157,51.995277,6.843333
4550,MYES,Staniel Cay Airport,5,24.1691,-76.439102,,,,,,,,,,,,,,MYES,Staniel Cay Airport,5,24.1691,-76.439102
4551,SFAL,Stanley Airport,75,-51.685699,-57.777599,,,,,,,,,,,,,,SFAL,Stanley Airport,75,-51.685699,-57.777599
4552,YSPE,Stanthorpe Airport,2895,-28.620092,151.98111,,,,,,,,,,,,,,YSPE,Stanthorpe Airport,2895,-28.620092,151.98111
4553,KUNV,State College University Park Airport,1239,40.84927,-77.848602,,,,,,,,,,,,,,KUNV,State College University Park Airport,1239,40.84927,-77.848602
4554,KTBR,Statesboro Bulloch County Airport,187,32.4827,-81.7369,,,,,,,,,,,,,,KTBR,Statesboro Bulloch County Airport,187,32.4827,-81.7369
4555,KSVH,Statesville Regional Airport,963,35.765121,-80.951424,,,,,,,,,,,,,,KSVH,Statesville Regional Airport,963,35.765121,-80.951424
4556,EKVJ,Stauning Airport,17,55.99012,8.353906,,,,,,,,,,,,,,EKVJ,Stauning Airport,17,55.99012,8.353906
4557,KSHD,Staunton Shenandoah Valley Regional Airport,1201,38.263889,-78.896667,,,,,,,,,,,,,,KSHD,Staunton Shenandoah Valley Regional Airport,1201,38.263889,-78.896667
4558,ENZV,Stavanger Sola Airport,29,58.87677,5.637856,,,,,,,,,,,,,,ENZV,Stavanger Sola Airport,29,58.87677,5.637856
4559,URMT,Stavropol Shpakovskoye Airport,1486,45.109161,42.11277,,,,,,,,,,,,,,URMT,Stavropol Shpakovskoye Airport,1486,45.109161,42.11277
4560,YSWL,Stawell Airport,769,-37.071102,142.741486,,,,,,,,,,,,,,YSWL,Stawell Airport,769,-37.071102,142.741486
4561,KSBS,Steamboat Springs Airport,6878,40.516666,-106.862503,,,,,,,,,,,,,,KSBS,Steamboat Springs Airport,6878,40.516666,-106.862503
4562,KWBB,Stebbins Airport,26,63.515984,-162.27803,,,,,,,,,,,,,,KWBB,Stebbins Airport,26,63.515984,-162.27803
4563,MYLS,Stella Maris Airport,10,23.58144,-75.270401,,,,,,,,,,,,,,MYLS,Stella Maris Airport,10,23.58144,-75.270401
4564,EDOV,Stendal Borstel Airport,184,52.629208,11.820399,,,,,,,,,,,,,,EDOV,Stendal Borstel Airport,184,52.629208,11.820399
4565,KSEP,Stephenville Clark Regional Airport,1306,32.21574,-98.177963,,,,,,,,,,,,,,KSEP,Stephenville Clark Regional Airport,1306,32.21574,-98.177963
4566,CYJT,Stephenville International Airport,80,48.544159,-58.5499,,,,,,,,,,,,,,CYJT,Stephenville International Airport,80,48.544159,-58.5499
4567,KSQI,Sterling Whiteside County Airport,647,41.740002,-89.680832,,,,,,,,,,,,,,KSQI,Sterling Whiteside County Airport,647,41.740002,-89.680832
4568,KSTE,Stevens Point Municipal Airport,1110,44.545277,-89.53083,,,,,,,,,,,,,,KSTE,Stevens Point Municipal Airport,1110,44.545277,-89.53083
4569,KSWO,Stillwater Regional Airport,986,36.15889,-97.085556,,,,,,,,,,,,,,KSWO,Stillwater Regional Airport,986,36.15889,-97.085556
4570,ESSA,Stockholm Arlanda Airport,137,59.653545,17.939816,,,,,,,,,,,,,,ESSA,Stockholm Arlanda Airport,137,59.653545,17.939816
4571,ESSB,Stockholm Bromma Airport,47,59.35437,17.94165,,,,,,,,,,,,,,ESSB,Stockholm Bromma Airport,47,59.35437,17.94165
4572,ESKN,Stockholm Skavsta Airport,140,58.788631,16.91218,,,,,,,,,,,,,,ESKN,Stockholm Skavsta Airport,140,58.788631,16.91218
4573,ESOW,Stockholm Vasteras Hasslo Airport,21,59.589439,16.63361,,,,,,,,,,,,,,ESOW,Stockholm Vasteras Hasslo Airport,21,59.589439,16.63361
4574,KSCK,Stockton Metropolitan Airport,33,37.894161,-121.237999,,,,,,,,,,,,,,KSCK,Stockton Metropolitan Airport,33,37.894161,-121.237999
4575,ENSK,Stokmarknes Skagen Airport,11,68.580833,15.02611,,,,,,,,,,,,,,ENSK,Stokmarknes Skagen Airport,11,68.580833,15.02611
4576,CYSF,Stony Rapids Airport,805,59.25,-105.841003,,,,,,,,,,,,,,CYSF,Stony Rapids Airport,805,59.25,-105.841003
4577,ENSO,Stord Sorstokken Airport,160,59.79192,5.34085,,,,,,,,,,,,,,ENSO,Stord Sorstokken Airport,160,59.79192,5.34085
4578,EGPO,Stornoway Airport,26,58.215549,-6.33111,,,,,,,,,,,,,,EGPO,Stornoway Airport,26,58.215549,-6.33111
4579,YSRN,Strahan Airport,20,-42.154999,145.292007,,,,,,,,,,,,,,YSRN,Strahan Airport,20,-42.154999,145.292007
4580,EDBH,Stralsund Barth Airport,23,54.338089,12.714172,,,,,,,,,,,,,,EDBH,Stralsund Barth Airport,23,54.338089,12.714172
4581,LFST,Strasbourg Airport,494,48.538326,7.628381,,,,,,,,,,,,,,LFST,Strasbourg Airport,494,48.538326,7.628381
4582,EDMS,Straubing Wallmuehle Airport,1047,48.900833,12.516667,,,,,,,,,,,,,,EDMS,Straubing Wallmuehle Airport,1047,48.900833,12.516667
4583,EDAY,Strausberg Airport,260,52.580013,13.915923,,,,,,,,,,,,,,EDAY,Strausberg Airport,260,52.580013,13.915923
4584,YKBY,Streaky Bay Airport,68,-32.836086,134.292313,,,,,,,,,,,,,,YKBY,Streaky Bay Airport,68,-32.836086,134.292313
4585,UNSS,Strezhevoy Airport,164,60.7094,77.660004,,,,,,,,,,,,,,UNSS,Strezhevoy Airport,164,60.7094,77.660004
4586,EGER,Stronsay Airport,39,59.154053,-2.640495,,,,,,,,,,,,,,EGER,Stronsay Airport,39,59.154053,-2.640495
4587,KSUA,Stuart Witham Field Airport,12,27.182892,-80.22168,,,,,,,,,,,,,,KSUA,Stuart Witham Field Airport,12,27.182892,-80.22168
4588,KSUE,Sturgeon Bay Door County Cherryland Airport,724,44.843887,-87.421387,,,,,,,,,,,,,,KSUE,Sturgeon Bay Door County Cherryland Airport,724,44.843887,-87.421387
4589,EDDS,Stuttgart Airport,1276,48.689869,9.221964,,,,,,,,,,,,,,EDDS,Stuttgart Airport,1276,48.689869,9.221964
4590,KSGT,Stuttgart Municipal Airport,224,34.5,-91.533333,,,,,,,,,,,,,,KSGT,Stuttgart Municipal Airport,224,34.5,-91.533333
4591,WPDB,Suai Airport,96,-9.30331,125.287003,,,,,,,,,,,,,,WPDB,Suai Airport,96,-9.30331,125.287003
4592,AGGV,Suavanao Airport,11,-7.585496,158.731049,,,,,,,,,,,,,,AGGV,Suavanao Airport,11,-7.585496,158.731049
4593,RPLB,Subic Bay International Airport,64,14.79416,120.270836,,,,,,,,,,,,,,RPLB,Subic Bay International Airport,64,14.79416,120.270836
4594,LRSV,Suceava International Airport,1375,47.6875,26.35405,,,,,,,,,,,,,,LRSV,Suceava International Airport,1375,47.6875,26.35405
4595,SLAL,Sucre Alcantari International Airport,10210,-19.246836,-65.149612,,,,,,,,,,,,,,SLAL,Sucre Alcantari International Airport,10210,-19.246836,-65.149612
4596,CYSB,Sudbury Airport,1141,46.625,-80.798798,,,,,,,,,,,,,,CYSB,Sudbury Airport,1141,46.625,-80.798798
4597,KSGR,Sugar Land Regional Airport,75,29.611597,-95.647827,,,,,,,,,,,,,,KSGR,Sugar Land Regional Airport,75,29.611597,-95.647827
4598,VTPO,Sukhothai Airport,177,17.223057,99.82222,,,,,,,,,,,,,,VTPO,Sukhothai Airport,177,17.223057,99.82222
4599,OPSK,Sukkur Airport,196,27.721979,68.791679,,,,,,,,,,,,,,OPSK,Sukkur Airport,196,27.721979,68.791679
4600,ORSU,Sulaimaniyah International Airport,2492,35.560799,45.314716,,,,,,,,,,,,,,ORSU,Sulaimaniyah International Airport,2492,35.560799,45.314716
4601,KSIV,Sullivan County Airport,539,39.11425,-87.448326,,,,,,,,,,,,,,KSIV,Sullivan County Airport,539,39.11425,-87.448326
4602,KSLR,Sulphur Springs Airport,477,33.160034,-95.621101,,,,,,,,,,,,,,KSLR,Sulphur Springs Airport,477,33.160034,-95.621101
4603,WADS,Sumbawa Besar Airport,30,-8.489621,117.41217,,,,,,,,,,,,,,WADS,Sumbawa Besar Airport,30,-8.489621,117.41217
4604,EGPB,Sumburgh Airport,20,59.87888,-1.29555,,,,,,,,,,,,,,EGPB,Sumburgh Airport,20,59.87888,-1.29555
4605,WART,Sumenep Trunojoyo Airport,10,-7.0242,113.890228,,,,,,,,,,,,,,WART,Sumenep Trunojoyo Airport,10,-7.0242,113.890228
4606,CJV7,Summer Beaver Airport,832,52.715279,-88.547501,,,,,,,,,,,,,,CJV7,Summer Beaver Airport,832,52.715279,-88.547501
4607,PAST,Summit Airport,2409,63.331501,-149.126999,,,,,,,,,,,,,,PAST,Summit Airport,2409,63.331501,-149.126999
4608,KSMS,Sumter Airport,179,33.993317,-80.361992,,,,,,,,,,,,,,KSMS,Sumter Airport,179,33.993317,-80.361992
4609,FAPN,Sun City Pilanesberg International Airport,3412,-25.333799,27.173349,,,,,,,,,,,,,,FAPN,Sun City Pilanesberg International Airport,3412,-25.333799,27.173349
4610,SAFS,Sunchales Airport,295,-30.957075,-61.527603,,,,,,,,,,,,,,SAFS,Sunchales Airport,295,-30.957075,-61.527603
4611,ESNN,Sundsvall Timra Airport,16,62.528118,17.44392,,,,,,,,,,,,,,ESNN,Sundsvall Timra Airport,16,62.528118,17.44392
4612,YBSU,Sunshine Coast Airport,15,-26.6033,153.091095,,,,,,,,,,,,,,YBSU,Sunshine Coast Airport,15,-26.6033,153.091095
4613,UENS,Suntar Airport,450,62.184723,117.636108,,,,,,,,,,,,,,UENS,Suntar Airport,450,62.184723,117.636108
4614,KSUW,Superior Richard I Bong Airport,674,46.691113,-92.103333,,,,,,,,,,,,,,KSUW,Superior Richard I Bong Airport,674,46.691113,-92.103333
4615,WARR,Surabaya Juanda International Airport,9,-7.37983,112.786797,,,,,,,,,,,,,,WARR,Surabaya Juanda International Airport,9,-7.37983,112.786797
4616,WAHQ,Surakarta Adisumarmo International Airport,421,-7.51608,110.756798,,,,,,,,,,,,,,WAHQ,Surakarta Adisumarmo International Airport,421,-7.51608,110.756798
4617,VASU,Surat Airport,16,21.114059,72.741791,,,,,,,,,,,,,,VASU,Surat Airport,16,21.114059,72.741791
4618,VTSB,Surat Thani Airport,20,9.132603,99.135582,,,,,,,,,,,,,,VTSB,Surat Thani Airport,20,9.132603,99.135582
4619,USRR,Surgut International Airport,200,61.343689,73.40184,,,,,,,,,,,,,,USRR,Surgut International Airport,200,61.343689,73.40184
4620,RPMS,Surigao Airport,20,9.760528,125.481812,,,,,,,,,,,,,,RPMS,Surigao Airport,20,9.760528,125.481812
4621,VNSK,Surkhet Airport,2400,28.586,81.636002,,,,,,,,,,,,,,VNSK,Surkhet Airport,2400,28.586,81.636002
4622,KSVE,Susanville Municipal Airport,4149,40.375557,-120.572777,,,,,,,,,,,,,,KSVE,Susanville Municipal Airport,4149,40.375557,-120.572777
4623,ESND,Sveg Harjedalen Airport,1178,62.04781,14.42295,,,,,,,,,,,,,,ESND,Sveg Harjedalen Airport,1178,62.04781,14.42295
4624,ENSH,Svolvaer Helle Airport,27,68.243332,14.66916,,,,,,,,,,,,,,ENSH,Svolvaer Helle Airport,27,68.243332,14.66916
4625,KSBO,Swainsboro East Georgia Regional Airport,321,32.609016,-82.369804,,,,,,,,,,,,,,KSBO,Swainsboro East Georgia Regional Airport,321,32.609016,-82.369804
4626,FASM,Swakopmund Airport,196,-22.661943,14.568677,,,,,,,,,,,,,,FASM,Swakopmund Airport,196,-22.661943,14.568677
4627,YSWH,Swan Hill Airport,234,-35.375801,143.533005,,,,,,,,,,,,,,YSWH,Swan Hill Airport,234,-35.375801,143.533005
4628,EGFH,Swansea Airport,299,51.605331,-4.06783,,,,,,,,,,,,,,EGFH,Swansea Airport,299,51.605331,-4.06783
4629,CYQY,Sydney J.A. Douglas McCurdy Airport,203,46.161381,-60.047699,,,,,,,,,,,,,,CYQY,Sydney J.A. Douglas McCurdy Airport,203,46.161381,-60.047699
4630,YSSY,Sydney Kingsford Smith Airport,21,-33.946098,151.1772,,,,,,,,,,,,,,YSSY,Sydney Kingsford Smith Airport,21,-33.946098,151.1772
4631,UUYY,Syktyvkar Airport,342,61.647049,50.845051,,,,,,,,,,,,,,UUYY,Syktyvkar Airport,342,61.647049,50.845051
4632,VGSY,Sylhet Osmani International Airport,50,24.96324,91.866783,,,,,,,,,,,,,,VGSY,Sylhet Osmani International Airport,50,24.96324,91.866783
4633,EDXW,Sylt Airport,51,54.91325,8.340472,,,,,,,,,,,,,,EDXW,Sylt Airport,51,54.91325,8.340472
4634,KSYR,Syracuse Hancock International Airport,421,43.111179,-76.1063,,,,,,,,,,,,,,KSYR,Syracuse Hancock International Airport,421,43.111179,-76.1063
4635,LGSO,Syros Island National Airport,236,37.423611,24.950001,,,,,,,,,,,,,,LGSO,Syros Island National Airport,236,37.423611,24.950001
4636,EPSC,Szczecin Goleniow Airport,154,53.584728,14.9022,,,,,,,,,,,,,,EPSC,Szczecin Goleniow Airport,154,53.584728,14.9022
4637,LHUD,Szeged Airport,252,46.24551,20.09067,,,,,,,,,,,,,,LHUD,Szeged Airport,252,46.24551,20.09067
4638,HETB,Taba International Airport,2415,29.58777,34.778049,,,,,,,,,,,,,,HETB,Taba International Airport,2415,29.58777,34.778049
4639,DTKA,Tabarka Ain Draham Airport,230,36.98,8.876944,,,,,,,,,,,,,,DTKA,Tabarka Ain Draham Airport,230,36.98,8.876944
4640,OIMT,Tabas Airport,2312,33.667801,56.8927,,,,,,,,,,,,,,OIMT,Tabas Airport,2312,33.667801,56.8927
4641,SBTT,Tabatinga International Airport,279,-4.25566,-69.935799,,,,,,,,,,,,,,SBTT,Tabatinga International Airport,279,-4.25566,-69.935799
4642,NGTE,Tabiteuea North Airport,23,-1.224996,174.776611,,,,,,,,,,,,,,NGTE,Tabiteuea North Airport,23,-1.224996,174.776611
4643,NGTS,Tabiteuea South Airport,-1,-1.47444,175.064407,,,,,,,,,,,,,,NGTS,Tabiteuea South Airport,-1,-1.47444,175.064407
4644,RPVU,Tablas Tugdan Airport,10,12.31612,122.080559,,,,,,,,,,,,,,RPVU,Tablas Tugdan Airport,10,12.31612,122.080559
4645,HTTB,Tabora Airport,3868,-5.07638,32.833328,,,,,,,,,,,,,,HTTB,Tabora Airport,3868,-5.07638,32.833328
4646,OITT,Tabriz International Airport,4459,38.133881,46.235001,,,,,,,,,,,,,,OITT,Tabriz International Airport,4459,38.133881,46.235001
4647,AYTB,Tabubil Airport,1570,-5.27861,141.225998,,,,,,,,,,,,,,AYTB,Tabubil Airport,1570,-5.27861,141.225998
4648,OETB,Tabuk Regional Airport,2551,28.36541,36.618881,,,,,,,,,,,,,,OETB,Tabuk Regional Airport,2551,28.36541,36.618881
4649,ZWTC,Tacheng Airport,1929,46.666668,83.333336,,,,,,,,,,,,,,ZWTC,Tacheng Airport,1929,46.666668,83.333336
4650,VYTL,Tachilek Airport,1280,20.483829,99.935349,,,,,,,,,,,,,,VYTL,Tachilek Airport,1280,20.483829,99.935349
4651,RPVA,Tacloban Daniel Z. Romualdez Airport,10,11.22762,125.027702,,,,,,,,,,,,,,RPVA,Tacloban Daniel Z. Romualdez Airport,10,11.22762,125.027702
4652,SPTN,Tacna International Airport,1538,-18.053301,-70.275803,,,,,,,,,,,,,,SPTN,Tacna International Airport,1538,-18.053301,-70.275803
4653,KTIW,Tacoma Narrows Airport,292,47.267632,-122.576477,,,,,,,,,,,,,,KTIW,Tacoma Narrows Airport,292,47.267632,-122.576477
4654,CYBQ,Tadoule Lake Airport,882,58.707954,-98.513443,,,,,,,,,,,,,,CYBQ,Tadoule Lake Airport,882,58.707954,-98.513443
4655,URRT,Taganrog Yuzhny Airport,91,47.198318,38.849041,,,,,,,,,,,,,,URRT,Taganrog Yuzhny Airport,91,47.198318,38.849041
4656,WAMH,Tahuna Naha Airport,16,3.68321,125.528,,,,,,,,,,,,,,WAMH,Tahuna Naha Airport,16,3.68321,125.528
4657,RCMQ,Taichung Airport,663,24.26466,120.620499,,,,,,,,,,,,,,RCMQ,Taichung Airport,663,24.26466,120.620499
4658,OETF,Taif Airport,4848,21.48341,40.544331,,,,,,,,,,,,,,OETF,Taif Airport,4848,21.48341,40.544331
4659,RCNN,Tainan Airport,63,22.950359,120.205704,,,,,,,,,,,,,,RCNN,Tainan Airport,63,22.950359,120.205704
4660,RCSS,Taipei Songshan Airport,18,25.069719,121.552498,,,,,,,,,,,,,,RCSS,Taipei Songshan Airport,18,25.069719,121.552498
4661,RCTP,Taipei Taoyuan International Airport,106,25.07773,121.232803,,,,,,,,,,,,,,RCTP,Taipei Taoyuan International Airport,106,25.07773,121.232803
4662,RCFN,Taitung Airport,143,22.75498,121.101601,,,,,,,,,,,,,,RCFN,Taitung Airport,143,22.75498,121.101601
4663,ZBYN,Taiyuan Wusu International Airport,2575,37.746891,112.628403,,,,,,,,,,,,,,ZBYN,Taiyuan Wusu International Airport,2575,37.746891,112.628403
4664,RJBT,Tajima Airport,584,35.512798,134.787003,,,,,,,,,,,,,,RJBT,Tajima Airport,584,35.512798,134.787003
4665,NZTK,Takaka Airport,97,-40.813301,172.774994,,,,,,,,,,,,,,NZTK,Takaka Airport,97,-40.813301,172.774994
4666,RJOT,Takamatsu Airport,607,34.214161,134.015503,,,,,,,,,,,,,,RJOT,Takamatsu Airport,607,34.214161,134.015503
4667,NTGT,Takapoto Airport,25,-14.709647,-145.246506,,,,,,,,,,,,,,NTGT,Takapoto Airport,25,-14.709647,-145.246506
4668,NTKR,Takaroa Airport,13,-14.4558,-145.026001,,,,,,,,,,,,,,NTKR,Takaroa Airport,13,-14.4558,-145.026001
4669,WITK,Takengon Rembele Airport,4637,4.721123,96.849068,,,,,,,,,,,,,,WITK,Takengon Rembele Airport,4637,4.721123,96.849068
4670,DGTK,Takoradi Airport,21,4.896056,-1.77475,,,,,,,,,,,,,,DGTK,Takoradi Airport,21,4.896056,-1.77475
4671,UECT,Talakan Airport,1329,59.876389,111.044441,,,,,,,,,,,,,,UECT,Talakan Airport,1329,59.876389,111.044441
4672,SPYL,Talara International Airport,282,-4.57663,-81.254097,,,,,,,,,,,,,,SPYL,Talara International Airport,282,-4.57663,-81.254097
4673,UAAT,Taldykorgan Airport,1918,45.109287,78.441322,,,,,,,,,,,,,,UAAT,Taldykorgan Airport,1918,45.109287,78.441322
4674,PATK,Talkeetna Airport,359,62.321156,-150.093002,,,,,,,,,,,,,,PATK,Talkeetna Airport,359,62.321156,-150.093002
4675,KASN,Talladega Municipal Airport,504,33.57135,-86.052193,,,,,,,,,,,,,,KASN,Talladega Municipal Airport,504,33.57135,-86.052193
4676,KTLH,Tallahassee International Airport,83,30.396521,-84.350304,,,,,,,,,,,,,,KTLH,Tallahassee International Airport,83,30.396521,-84.350304
4677,EETN,Tallinn Lennart Meri Airport ,131,59.413311,24.83284,,,,,,,,,,,,,,EETN,Tallinn Lennart Meri Airport ,131,59.413311,24.83284
4678,CYYH,Taloyoak Airport,92,69.546661,-93.576599,,,,,,,,,,,,,,CYYH,Taloyoak Airport,92,69.546661,-93.576599
4679,DGLE,Tamale Airport,553,9.557192,-0.86321,,,,,,,,,,,,,,DGLE,Tamale Airport,553,9.557192,-0.86321
4680,DAAT,Tamanrasset Aguenar Airport,4518,22.81146,5.451075,,,,,,,,,,,,,,DAAT,Tamanrasset Aguenar Airport,4518,22.81146,5.451075
4681,MRTM,Tamarindo Airport,31,10.314661,-85.815399,,,,,,,,,,,,,,MRTM,Tamarindo Airport,31,10.314661,-85.815399
4682,WATK,Tambolaka Airport,161,-9.40971,119.2444,,,,,,,,,,,,,,WATK,Tambolaka Airport,161,-9.40971,119.2444
4683,MRTR,Tambor Airport,66,9.740862,-85.018578,,,,,,,,,,,,,,MRTR,Tambor Airport,66,9.740862,-85.018578
4684,UUOT,Tambov Donskoye Airport,413,52.806099,41.4828,,,,,,,,,,,,,,UUOT,Tambov Donskoye Airport,413,52.806099,41.4828
4685,UCFL,Tamchy Issyk-Kul International Airport,5423,42.588055,76.713058,,,,,,,,,,,,,,UCFL,Tamchy Issyk-Kul International Airport,5423,42.588055,76.713058
