,ICAO,Name,Altitude ,Latitude,Longitude,,,,,,,,,,,,,,,,,,
4327,CAP3,Sechelt Airport,328,49.460083,-123.716187,,,,,,,,,,,,,,CAP3,Sechelt Airport,328,49.460083,-123.716187
4328,KSEZ,Sedona Airport,4787,34.848991,-111.78791,,,,,,,,,,,,,,KSEZ,Sedona Airport,4787,34.848991,-111.78791
4329,AGGS,Seghe Airport,12,-8.578487,157.87587,,,,,,,,,,,,,,AGGS,Seghe Airport,12,-8.578487,157.87587
4330,EFSI,Seinajoki Airport,302,62.692108,22.832319,,,,,,,,,,,,,,EFSI,Seinajoki Airport,302,62.692108,22.832319
4331,OYSY,Seiyun Airport,2097,15.961794,48.787086,,,,,,,,,,,,,,OYSY,Seiyun Airport,2097,15.961794,48.787086
4332,PASK,Selawik Airport,25,66.602776,-159.983337,,,,,,,,,,,,,,PASK,Selawik Airport,25,66.602776,-159.983337
4333,WAWH,Selayar Islands H. Aroeppala Airport,13,-6.178611,120.437225,,,,,,,,,,,,,,WAWH,Selayar Islands H. Aroeppala Airport,13,-6.178611,120.437225
4334,PASO,Seldovia Airport,29,59.442501,-151.704163,,,,,,,,,,,,,,PASO,Seldovia Airport,29,59.442501,-151.704163
4335,KSEG,Selinsgrove Penn Valley Airport,450,40.849998,-76.849998,,,,,,,,,,,,,,KSEG,Selinsgrove Penn Valley Airport,450,40.849998,-76.849998
4336,KSEM,Selma Craig Field Airport,166,32.343941,-86.987801,,,,,,,,,,,,,,KSEM,Selma Craig Field Airport,166,32.343941,-86.987801
4337,WAHS,Semarang Achmad Yani International Airport,13,-6.97144,110.3741,,,,,,,,,,,,,,WAHS,Semarang Achmad Yani International Airport,13,-6.97144,110.3741
4338,HASM,Semera Airport,1387,11.789622,40.989609,,,,,,,,,,,,,,HASM,Semera Airport,1387,11.789622,40.989609
4339,UASS,Semipalatinsk Semey Airport,761,50.351299,80.23436,,,,,,,,,,,,,,UASS,Semipalatinsk Semey Airport,761,50.351299,80.23436
4340,RJSS,Sendai Airport,15,38.139721,140.916901,,,,,,,,,,,,,,RJSS,Sendai Airport,15,38.139721,140.916901
4341,RKSS,Seoul Gimpo International Airport,58,37.558311,126.790497,,,,,,,,,,,,,,RKSS,Seoul Gimpo International Airport,58,37.558311,126.790497
4342,RKSI,Seoul Incheon International Airport,23,37.46907,126.4505,,,,,,,,,,,,,,RKSI,Seoul Incheon International Airport,23,37.46907,126.4505
4343,CYZV,Sept-Iles Airport,180,50.223331,-66.265503,,,,,,,,,,,,,,CYZV,Sept-Iles Airport,180,50.223331,-66.265503
4344,HTSN,Seronera Airstrip,5039,-2.4567,34.821545,,,,,,,,,,,,,,HTSN,Seronera Airstrip,5039,-2.4567,34.821545
4345,SNHS,Serra Talhada Santa Magalhaes Airport,1542,-8.062396,-38.328785,,,,,,,,,,,,,,SNHS,Serra Talhada Santa Magalhaes Airport,1542,-8.062396,-38.328785
4346,WABO,Serui Stevanus Rumbewas Airport,84,-1.828632,136.063309,,,,,,,,,,,,,,WABO,Serui Stevanus Rumbewas Airport,84,-1.828632,136.063309
4347,FYSS,Sesriem Airport,2458,-24.512403,15.746901,,,,,,,,,,,,,,FYSS,Sesriem Airport,2458,-24.512403,15.746901
4348,DAAS,Setif Ain Arnat Airport,3330,36.17812,5.324494,,,,,,,,,,,,,,DAAS,Setif Ain Arnat Airport,3330,36.17812,5.324494
4349,KGKT,Sevierville Gatlinburg Airport,1014,35.8578,-83.528702,,,,,,,,,,,,,,KGKT,Sevierville Gatlinburg Airport,1014,35.8578,-83.528702
4350,LEZL,Seville San Pablo Airport,87,37.41795,-5.892757,,,,,,,,,,,,,,LEZL,Seville San Pablo Airport,87,37.41795,-5.892757
4351,PAWD,Seward Airport,22,60.1269,-149.419006,,,,,,,,,,,,,,PAWD,Seward Airport,22,60.1269,-149.419006
4352,SEGS,Seymour Baltra Galapagos Airport,207,-0.45375,-90.2659,,,,,,,,,,,,,,SEGS,Seymour Baltra Galapagos Airport,207,-0.45375,-90.2659
4353,DTTX,Sfax–Thyna International Airport,85,34.717949,10.69097,,,,,,,,,,,,,,DTTX,Sfax–Thyna International Airport,85,34.717949,10.69097
4354,ZWSC,Shache Yeerqiang Airport,4232,38.244999,77.059998,,,,,,,,,,,,,,ZWSC,Shache Yeerqiang Airport,4232,38.244999,77.059998
4355,PAHX,Shageluk Airport,79,62.692299,-159.569,,,,,,,,,,,,,,PAHX,Shageluk Airport,79,62.692299,-159.569
4356,OIFS,Shahrekord Airport,6723,32.297199,50.842201,,,,,,,,,,,,,,OIFS,Shahrekord Airport,6723,32.297199,50.842201
4357,OIMJ,Shahroud Airport,4215,36.425301,55.104198,,,,,,,,,,,,,,OIMJ,Shahroud Airport,4215,36.425301,55.104198
4358,UHSK,Shakhtyorsk Airport,64,49.189602,142.085464,,,,,,,,,,,,,,UHSK,Shakhtyorsk Airport,64,49.189602,142.085464
4359,PFSH,Shaktoolik Airport,24,64.324165,-161.138885,,,,,,,,,,,,,,PFSH,Shaktoolik Airport,24,64.324165,-161.138885
4360,CZTM,Shamattawa Airport,263,55.858505,-92.080353,,,,,,,,,,,,,,CZTM,Shamattawa Airport,263,55.858505,-92.080353
4361,ZSSS,Shanghai Hongqiao International Airport,10,31.19787,121.336304,,,,,,,,,,,,,,ZSSS,Shanghai Hongqiao International Airport,10,31.19787,121.336304
4362,ZSPD,Shanghai Pudong International Airport,13,31.14337,121.805199,,,,,,,,,,,,,,ZSPD,Shanghai Pudong International Airport,13,31.14337,121.805199
4363,ZSSR,Shangrao Sanqingshan Airport,334,28.39212,117.961327,,,,,,,,,,,,,,ZSSR,Shangrao Sanqingshan Airport,334,28.39212,117.961327
4364,ZPDQ,Shangri-La Diqing Airport,10761,27.793333,99.67733,,,,,,,,,,,,,,ZPDQ,Shangri-La Diqing Airport,10761,27.793333,99.67733
4365,EINN,Shannon Airport,46,52.701969,-8.92481,,,,,,,,,,,,,,EINN,Shannon Airport,46,52.701969,-8.92481
4366,ZGSG,Shaoguan Danxia Airport,273,24.976419,113.421494,,,,,,,,,,,,,,ZGSG,Shaoguan Danxia Airport,273,24.976419,113.421494
4367,ZGSY,Shaoyang Wugang Airport,1534,26.805294,110.640793,,,,,,,,,,,,,,ZGSY,Shaoyang Wugang Airport,1534,26.805294,110.640793
4368,OMSJ,Sharjah International Airport,111,25.328569,55.517151,,,,,,,,,,,,,,OMSJ,Sharjah International Airport,111,25.328569,55.517151
4369,HESH,Sharm el-Sheikh International Airport,143,27.97728,34.394951,,,,,,,,,,,,,,HESH,Sharm el-Sheikh International Airport,143,27.97728,34.394951
4370,OESH,Sharurah Domestic Airport,2363,17.466869,47.121429,,,,,,,,,,,,,,OESH,Sharurah Domestic Airport,2363,17.466869,47.121429
4371,KSBM,Sheboygan County Memorial Airport,741,43.764751,-87.850708,,,,,,,,,,,,,,KSBM,Sheboygan County Memorial Airport,741,43.764751,-87.850708
4372,KSHN,Shelton Sanderson Field Airport,268,47.233601,-123.147552,,,,,,,,,,,,,,KSHN,Shelton Sanderson Field Airport,268,47.233601,-123.147552
4373,ZHSN,Shennongjia Hongping Airport,8465,31.633612,110.338058,,,,,,,,,,,,,,ZHSN,Shennongjia Hongping Airport,8465,31.633612,110.338058
4374,ZYTX,Shenyang Taoxian International Airport,198,41.639839,123.483398,,,,,,,,,,,,,,ZYTX,Shenyang Taoxian International Airport,198,41.639839,123.483398
4375,ZGSZ,Shenzhen Bao'an International Airport,-11,22.638775,113.803993,,,,,,,,,,,,,,ZGSZ,Shenzhen Bao'an International Airport,-11,22.638775,113.803993
4376,YSHT,Shepparton Airport,379,-36.426346,145.391998,,,,,,,,,,,,,,YSHT,Shepparton Airport,379,-36.426346,145.391998
4377,CYSC,Sherbrooke,792,45.43861,-71.691299,,,,,,,,,,,,,,CYSC,Sherbrooke,792,45.43861,-71.691299
4378,KSHR,Sheridan County Airport,4024,44.774166,-106.977219,,,,,,,,,,,,,,KSHR,Sheridan County Airport,4024,44.774166,-106.977219
4379,KGYI,Sherman North Texas Regional Airport,749,33.714169,-96.673615,,,,,,,,,,,,,,KGYI,Sherman North Texas Regional Airport,749,33.714169,-96.673615
4380,ZURK,Shigatse Peace Airport,12467,29.351944,89.309998,,,,,,,,,,,,,,ZURK,Shigatse Peace Airport,12467,29.351944,89.309998
4381,ZWHZ,Shihezi Huayuan Airport,1690,44.241669,85.891113,,,,,,,,,,,,,,ZWHZ,Shihezi Huayuan Airport,1690,44.241669,85.891113
4382,ZBSJ,Shijiazhuang Zhengding International Airport,233,38.274376,114.694427,,,,,,,,,,,,,,ZBSJ,Shijiazhuang Zhengding International Airport,233,38.274376,114.694427
4383,VEBI,Shillong Airport,2910,25.704872,91.975983,,,,,,,,,,,,,,VEBI,Shillong Airport,2910,25.704872,91.975983
4384,VISM,Shimla Airport,5072,31.081667,77.068054,,,,,,,,,,,,,,VISM,Shimla Airport,5072,31.081667,77.068054
4385,RORS,Shimojishima Airport,54,24.82666,125.144699,,,,,,,,,,,,,,RORS,Shimojishima Airport,54,24.82666,125.144699
4386,ZUAL,Shiquanhe Ngari Gunsa Airport,13993,32.102615,80.051659,,,,,,,,,,,,,,ZUAL,Shiquanhe Ngari Gunsa Airport,13993,32.102615,80.051659
4387,OISS,Shiraz International Airport,4920,29.53924,52.589779,,,,,,,,,,,,,,OISS,Shiraz International Airport,4920,29.53924,52.589779
4388,VASD,Shirdi Airport,1926,19.68861,74.378891,,,,,,,,,,,,,,VASD,Shirdi Airport,1926,19.68861,74.378891
4389,PASH,Shishmaref Airport,13,66.249557,-166.089005,,,,,,,,,,,,,,PASH,Shishmaref Airport,13,66.249557,-166.089005
4390,VOSH,Shivamogga Airport,2079,13.857514,75.616867,,,,,,,,,,,,,,VOSH,Shivamogga Airport,2079,13.857514,75.616867
4391,ZHSY,Shiyan Wudangshan Airport,1207,32.591667,110.907776,,,,,,,,,,,,,,ZHSY,Shiyan Wudangshan Airport,1207,32.591667,110.907776
4392,RJNS,Shizuoka Airport,433,34.796108,138.189407,,,,,,,,,,,,,,RJNS,Shizuoka Airport,433,34.796108,138.189407
4393,EGBS,Shobdon Airport,312,52.241524,-2.882913,,,,,,,,,,,,,,EGBS,Shobdon Airport,312,52.241524,-2.882913
4394,KSOW,Show Low Regional Airport,6415,34.2654,-110.0056,,,,,,,,,,,,,,KSOW,Show Low Regional Airport,6415,34.2654,-110.0056
4395,KDTN,Shreveport Downtown Airport,179,32.540199,-93.745003,,,,,,,,,,,,,,KDTN,Shreveport Downtown Airport,179,32.540199,-93.745003
4396,KSHV,Shreveport Regional Airport,258,32.446609,-93.8256,,,,,,,,,,,,,,KSHV,Shreveport Regional Airport,258,32.446609,-93.8256
4397,PAGH,Shungnak Airport,197,66.888054,-157.162506,,,,,,,,,,,,,,PAGH,Shungnak Airport,197,66.888054,-157.162506
4398,YSHR,Shute Harbour Whitsunday Airport,51,-20.276066,148.754959,,,,,,,,,,,,,,YSHR,Shute Harbour Whitsunday Airport,51,-20.276066,148.754959
4399,UAII,Shymkent International Airport,1385,42.364159,69.478882,,,,,,,,,,,,,,UAII,Shymkent International Airport,1385,42.364159,69.478882
4400,OPST,Sialkot International Airport,837,32.535557,74.363892,,,,,,,,,,,,,,OPST,Sialkot International Airport,837,32.535557,74.363892
4401,EYSA,Siauliai International Airport,443,55.893879,23.39497,,,,,,,,,,,,,,EYSA,Siauliai International Airport,443,55.893879,23.39497
4402,LRSB,Sibiu International Airport,1520,45.785789,24.091181,,,,,,,,,,,,,,LRSB,Sibiu International Airport,1520,45.785789,24.091181
4403,WIMS,Sibolga Ferdinand Lumban Tobing Airport,32,1.555833,98.888885,,,,,,,,,,,,,,WIMS,Sibolga Ferdinand Lumban Tobing Airport,32,1.555833,98.888885
4404,WIMN,Siborong-Borong Silangit Airport,1420,2.259722,98.995277,,,,,,,,,,,,,,WIMN,Siborong-Borong Silangit Airport,1420,2.259722,98.995277
4405,WBGS,Sibu Airport,122,2.261603,111.985298,,,,,,,,,,,,,,WBGS,Sibu Airport,122,2.261603,111.985298
4406,VNBW,Siddharthanagar Gautam Buddha Airport,357,27.505657,83.416466,,,,,,,,,,,,,,VNBW,Siddharthanagar Gautam Buddha Airport,357,27.505657,83.416466
4407,KSNY,Sidney Municipal Airport,4313,41.099445,-102.982498,,,,,,,,,,,,,,KSNY,Sidney Municipal Airport,4313,41.099445,-102.982498
4408,KSDY,Sidney Richland Municipal Airport,1985,47.70686,-104.192001,,,,,,,,,,,,,,KSDY,Sidney Richland Municipal Airport,1985,47.70686,-104.192001
4409,EDGS,Siegen Siegerland Airport,1966,50.707699,8.08297,,,,,,,,,,,,,,EDGS,Siegen Siegerland Airport,1966,50.707699,8.08297
4410,VDSA,Siem Reap Angkor International Airport,192,13.369334,104.223289,,,,,,,,,,,,,,VDSA,Siem Reap Angkor International Airport,192,13.369334,104.223289
4411,VDSR,Siem Reap International Airport,60,13.41066,103.812798,,,,,,,,,,,,,,VDSR,Siem Reap International Airport,60,13.41066,103.812798
4412,LIQS,Siena Ampugnano Airport,634,43.256279,11.25503,,,,,,,,,,,,,,LIQS,Siena Ampugnano Airport,634,43.256279,11.25503
4413,BISI,Siglufjordur Airport,10,66.133331,-18.916599,,,,,,,,,,,,,,BISI,Siglufjordur Airport,10,66.133331,-18.916599
4414,LICZ,Sigonella Airport,79,37.401661,14.92235,,,,,,,,,,,,,,LICZ,Sigonella Airport,79,37.401661,14.92235
4415,VDSV,Sihanoukville International Airport,33,10.57968,103.636803,,,,,,,,,,,,,,VDSV,Sihanoukville International Airport,33,10.57968,103.636803
4416,LTCL,Siirt Airport,2001,37.978901,41.840401,,,,,,,,,,,,,,LTCL,Siirt Airport,2001,37.978901,41.840401
4417,KSIK,Sikeston Memorial Airport,322,36.898319,-89.562042,,,,,,,,,,,,,,KSIK,Sikeston Memorial Airport,322,36.898319,-89.562042
4418,MMLO,Silao Del Bajio International Airport,5956,20.99346,-101.480003,,,,,,,,,,,,,,MMLO,Silao Del Bajio International Airport,5956,20.99346,-101.480003
4419,VEKU,Silchar Airport,352,24.91292,92.978737,,,,,,,,,,,,,,VEKU,Silchar Airport,352,24.91292,92.978737
4420,VEBD,Siliguri Bagdogra Airport,412,26.6812,88.32856,,,,,,,,,,,,,,VEBD,Siliguri Bagdogra Airport,412,26.6812,88.32856
4421,KSLG,Siloam Springs Smith Field Airport,1191,36.191898,-94.489998,,,,,,,,,,,,,,KSLG,Siloam Springs Smith Field Airport,1191,36.191898,-94.489998
4422,KSVC,Silver City Grant County Airport,5446,32.631943,-108.153893,,,,,,,,,,,,,,KSVC,Silver City Grant County Airport,5446,32.631943,-108.153893
4423,VNSI,Simara Airport,450,27.159451,84.980118,,,,,,,,,,,,,,VNSI,Simara Airport,450,27.159451,84.980118
4424,UKFF,Simferopol International Airport,639,45.052219,33.975128,,,,,,,,,,,,,,UKFF,Simferopol International Airport,639,45.052219,33.975128
4425,VNST,Simikot Airport,9246,29.9711,81.818901,,,,,,,,,,,,,,VNST,Simikot Airport,9246,29.9711,81.818901
4426,WIML,Sinabang Lasikin Airport,9,2.411152,96.327263,,,,,,,,,,,,,,WIML,Sinabang Lasikin Airport,9,2.411152,96.327263
4427,EKSN,Sindal Airport,92,57.503502,10.2294,,,,,,,,,,,,,,EKSN,Sindal Airport,92,57.503502,10.2294
4428,VOSR,Sindhudurg Airport,211,16.002501,73.531113,,,,,,,,,,,,,,VOSR,Sindhudurg Airport,211,16.002501,73.531113
4429,WSSS,Singapore Changi Airport,22,1.350189,103.9944,,,,,,,,,,,,,,WSSS,Singapore Changi Airport,22,1.350189,103.9944
4430,WSSL,Singapore Seletar Airport,32,1.416006,103.867081,,,,,,,,,,,,,,WSSL,Singapore Seletar Airport,32,1.416006,103.867081
4431,SBSI,Sinop Airport,1280,-11.878573,-55.581558,,,,,,,,,,,,,,SBSI,Sinop Airport,1280,-11.878573,-55.581558
4432,LTCM,Sinop Airport,-1,42.019001,35.079189,,,,,,,,,,,,,,LTCM,Sinop Airport,-1,42.019001,35.079189
4433,TFFG,Sint Maarten Grand Case Airport,22,18.100555,-63.048889,,,,,,,,,,,,,,TFFG,Sint Maarten Grand Case Airport,22,18.100555,-63.048889
4434,TNCM,Sint Maarten Princess Juliana International Airport,14,18.040951,-63.108898,,,,,,,,,,,,,,TNCM,Sint Maarten Princess Juliana International Airport,14,18.040951,-63.108898
4435,WIOS,Sintang Airport,-1,0.083333,111.583336,,,,,,,,,,,,,,WIOS,Sintang Airport,-1,0.083333,111.583336
4436,LSGS,Sion Airport,1585,46.219589,7.326764,,,,,,,,,,,,,,LSGS,Sion Airport,1585,46.219589,7.326764
4437,KFSD,Sioux Falls Regional Airport,1430,43.582008,-96.741898,,,,,,,,,,,,,,KFSD,Sioux Falls Regional Airport,1430,43.582008,-96.741898
4438,KSUX,Sioux Gateway Airport,1098,42.402599,-96.3843,,,,,,,,,,,,,,KSUX,Sioux Gateway Airport,1098,42.402599,-96.3843
4439,CYXL,Sioux Lookout Airport,1258,50.11388,-91.905197,,,,,,,,,,,,,,CYXL,Sioux Lookout Airport,1258,50.11388,-91.905197
4440,OMBY,Sir Bani Yas Airport,20,24.283974,52.583874,,,,,,,,,,,,,,OMBY,Sir Bani Yas Airport,20,24.283974,52.583874
4441,OIKY,Sirjan Airport,5846,29.5509,55.672699,,,,,,,,,,,,,,OIKY,Sirjan Airport,5846,29.5509,55.672699
4442,LTCV,Sirnak Airport,2038,37.363888,42.060001,,,,,,,,,,,,,,LTCV,Sirnak Airport,2038,37.363888,42.060001
4443,OIBS,Sirri Island Airport,43,25.908899,54.539398,,,,,,,,,,,,,,OIBS,Sirri Island Airport,43,25.908899,54.539398
4444,FASS,Sishen Airport,3848,-27.6486,22.999269,,,,,,,,,,,,,,FASS,Sishen Airport,3848,-27.6486,22.999269
4445,BGSS,Sisimiut Airport,33,66.951279,-53.729301,,,,,,,,,,,,,,BGSS,Sisimiut Airport,33,66.951279,-53.729301
4446,LGST,Sitia Public Airport,376,35.216099,26.10132,,,,,,,,,,,,,,LGST,Sitia Public Airport,376,35.216099,26.10132
4447,PASI,Sitka Rocky Gutierrez Airport,26,57.047131,-135.360992,,,,,,,,,,,,,,PASI,Sitka Rocky Gutierrez Airport,26,57.047131,-135.360992
4448,VYSW,Sittwe Airport,27,20.1327,92.87262,,,,,,,,,,,,,,VYSW,Sittwe Airport,27,20.1327,92.87262
4449,LTAR,Sivas Nuri Demirag Airport,5236,39.81382,36.903488,,,,,,,,,,,,,,LTAR,Sivas Nuri Demirag Airport,5236,39.81382,36.903488
4450,PAGY,Skagway Airport,44,59.46006,-135.315002,,,,,,,,,,,,,,PAGY,Skagway Airport,44,59.46006,-135.315002
4451,YSKR,Skardon River Airport,68,-11.866466,142.009842,,,,,,,,,,,,,,YSKR,Skardon River Airport,68,-11.866466,142.009842
4452,OPSD,Skardu Airport,7316,35.335499,75.536041,,,,,,,,,,,,,,OPSD,Skardu Airport,7316,35.335499,75.536041
4453,ESNS,Skelleftea Airport,157,64.624771,21.076891,,,,,,,,,,,,,,ESNS,Skelleftea Airport,157,64.624771,21.076891
4454,LGSK,Skiathos Island National Airport,54,39.177101,23.50367,,,,,,,,,,,,,,LGSK,Skiathos Island National Airport,54,39.177101,23.50367
4455,ENSN,Skien Airport,463,59.185001,9.566944,,,,,,,,,,,,,,ENSN,Skien Airport,463,59.185001,9.566944
4456,EKSV,Skive Airport,74,56.550201,9.17298,,,,,,,,,,,,,,EKSV,Skive Airport,74,56.550201,9.17298
4457,LWSK,Skopje International Airport,781,41.96162,21.62138,,,,,,,,,,,,,,LWSK,Skopje International Airport,781,41.96162,21.62138
4458,ESGR,Skovde Airport,324,58.456402,13.9727,,,,,,,,,,,,,,ESGR,Skovde Airport,324,58.456402,13.9727
4459,FASZ,Skukuza Airport,1020,-24.960899,31.58873,,,,,,,,,,,,,,FASZ,Skukuza Airport,1020,-24.960899,31.58873
4460,LGSY,Skyros Island National Airport,44,38.967548,24.487221,,,,,,,,,,,,,,LGSY,Skyros Island National Airport,44,38.967548,24.487221
4461,CYZH,Slave Lake Airport,1912,55.293049,-114.777,,,,,,,,,,,,,,CYZH,Slave Lake Airport,1912,55.293049,-114.777
4462,PASL,Sleetmute Airport,178,61.705002,-157.166672,,,,,,,,,,,,,,PASL,Sleetmute Airport,178,61.705002,-157.166672
4463,LZSL,Sliac Airport,1043,48.637829,19.1341,,,,,,,,,,,,,,LZSL,Sliac Airport,1043,48.637829,19.1341
4464,EISG,Sligo Airport,11,54.280209,-8.5992,,,,,,,,,,,,,,EISG,Sligo Airport,11,54.280209,-8.5992
4465,YSMP,Smith Point Airport,19,-11.133768,132.160034,,,,,,,,,,,,,,YSMP,Smith Point Airport,19,-11.133768,132.160034
4466,CYYD,Smithers Airport,1712,54.824718,-127.181999,,,,,,,,,,,,,,CYYD,Smithers Airport,1712,54.824718,-127.181999
4467,YSMI,Smithton Airport,26,-40.836151,145.083374,,,,,,,,,,,,,,YSMI,Smithton Airport,26,-40.836151,145.083374
4468,KMQY,Smyrna Airport,543,36,-86.519997,,,,,,,,,,,,,,KMQY,Smyrna Airport,543,36,-86.519997
4469,KSNK,Snyder Winston Field Airport,2424,32.690289,-100.948814,,,,,,,,,,,,,,KSNK,Snyder Winston Field Airport,2424,32.690289,-100.948814
4470,SN6L,Sobral Regional Airport,300,-3.61439,-40.230736,,,,,,,,,,,,,,SN6L,Sobral Regional Airport,300,-3.61439,-40.230736
4471,URSS,Sochi International Airport,89,43.449921,39.956581,,,,,,,,,,,,,,URSS,Sochi International Airport,89,43.449921,39.956581
4472,OYSQ,Socotra Airport,146,12.63067,53.905769,,,,,,,,,,,,,,OYSQ,Socotra Airport,146,12.63067,53.905769
4473,LBSF,Sofia Airport,1742,42.69519,23.40616,,,,,,,,,,,,,,LBSF,Sofia Airport,1742,42.69519,23.40616
4474,ENSG,Sogndal Airport,1634,61.156109,7.136614,,,,,,,,,,,,,,ENSG,Sogndal Airport,1634,61.156109,7.136614
4475,HEMK,Sohag International Airport,859,26.339918,31.73933,,,,,,,,,,,,,,HEMK,Sohag International Airport,859,26.339918,31.73933
4476,OOSH,Sohar Airport,144,24.391844,56.622639,,,,,,,,,,,,,,OOSH,Sohar Airport,144,24.391844,56.622639
4477,PASX,Soldotna Airport,101,60.474918,-151.034775,,,,,,,,,,,,,,PASX,Soldotna Airport,101,60.474918,-151.034775
4478,LFKS,Solenzara Air Base,19,41.92622,9.405364,,,,,,,,,,,,,,LFKS,Solenzara Air Base,19,41.92622,9.405364
4479,YSOL,Solomon Airport,2028,-22.253553,117.848686,,,,,,,,,,,,,,YSOL,Solomon Airport,2028,-22.253553,117.848686
4480,KSME,Somerset Lake Cumberland Regional Airport,929,37.0532,-84.616112,,,,,,,,,,,,,,KSME,Somerset Lake Cumberland Regional Airport,929,37.0532,-84.616112
4481,EKSB,Sonderborg Airport,24,54.964359,9.791731,,,,,,,,,,,,,,EKSB,Sonderborg Airport,24,54.964359,9.791731
4482,LILO,Sondrio Caiolo Airport,906,46.154575,9.794713,,,,,,,,,,,,,,LILO,Sondrio Caiolo Airport,906,46.154575,9.794713
4483,HTSO,Songea,3445,-10.683,35.583,,,,,,,,,,,,,,HTSO,Songea,3445,-10.683,35.583
4484,VTSH,Songkhla Airport,12,7.18656,100.608002,,,,,,,,,,,,,,VTSH,Songkhla Airport,12,7.18656,100.608002
4485,ZUJZ,Songpan Jiuzhai Huanglong Airport,11311,32.856667,103.68306,,,,,,,,,,,,,,ZUJZ,Songpan Jiuzhai Huanglong Airport,11311,32.856667,103.68306
4486,HTGW,Songwe Airport,5623,-8.922018,33.274021,,,,,,,,,,,,,,HTGW,Songwe Airport,5623,-8.922018,33.274021
4487,ZYSQ,Songyuan Chaganhu Airport,469,44.932838,124.553658,,,,,,,,,,,,,,ZYSQ,Songyuan Chaganhu Airport,469,44.932838,124.553658
4488,ENSR,Sorkjosen Airport,16,69.786827,20.95944,,,,,,,,,,,,,,ENSR,Sorkjosen Airport,16,69.786827,20.95944
4489,SDCO,Sorocaba Airport,2077,-23.478001,-47.490002,,,,,,,,,,,,,,SDCO,Sorocaba Airport,2077,-23.478001,-47.490002
4490,WASS,Sorong Dominique Edward Osok Airport,10,-0.894167,131.288895,,,,,,,,,,,,,,WASS,Sorong Dominique Edward Osok Airport,10,-0.894167,131.288895
4491,HUSO,Soroti Airport,3683,1.727664,33.623074,,,,,,,,,,,,,,HUSO,Soroti Airport,3683,1.727664,33.623074
4492,SBSO,Sorriso Airport,1266,-12.479939,-55.674873,,,,,,,,,,,,,,SBSO,Sorriso Airport,1266,-12.479939,-55.674873
4493,KSBN,South Bend Airport,775,41.706268,-86.316742,,,,,,,,,,,,,,KSBN,South Bend Airport,775,41.706268,-86.316742
4494,MYBS,South Bimini Airport,10,25.699881,-79.264603,,,,,,,,,,,,,,MYBS,South Bimini Airport,10,25.699881,-79.264603
4495,MBSC,South Caicos Airport,9,21.51573,-71.528503,,,,,,,,,,,,,,MBSC,South Caicos Airport,9,21.51573,-71.528503
4496,YGBI,South Goulburn Island Airport,53,-11.650252,133.37471,,,,,,,,,,,,,,YGBI,South Goulburn Island Airport,53,-11.650252,133.37471
4497,KTVL,South Lake Tahoe Airport,6264,38.894169,-119.994446,,,,,,,,,,,,,,KTVL,South Lake Tahoe Airport,6264,38.894169,-119.994446
4498,EGHI,Southampton Airport,44,50.95026,-1.3568,,,,,,,,,,,,,,EGHI,Southampton Airport,44,50.95026,-1.3568
4499,YSCR,Southern Cross Airport,1163,-31.2411,119.359398,,,,,,,,,,,,,,YSCR,Southern Cross Airport,1163,-31.2411,119.359398
4500,KSOP,Southern Pines Moore County Airport,438,35.23761,-79.388794,,,,,,,,,,,,,,KSOP,Southern Pines Moore County Airport,438,35.23761,-79.388794
4501,YSPT,Southport Airport,2,-27.915001,153.373001,,,,,,,,,,,,,,YSPT,Southport Airport,2,-27.915001,153.373001
4502,KRSW,Southwest Florida International Airport,30,26.53616,-81.755096,,,,,,,,,,,,,,KRSW,Southwest Florida International Airport,30,26.53616,-81.755096
4503,UHKM,Sovetskaya Gavan May-Gatka Airport,772,48.925301,140.036697,,,,,,,,,,,,,,UHKM,Sovetskaya Gavan May-Gatka Airport,772,48.925301,140.036697
4504,USHS,Sovetsky Airport,351,61.32,63.604401,,,,,,,,,,,,,,USHS,Sovetsky Airport,351,61.32,63.604401
4505,FNSO,Soyo Airport,15,-6.14108,12.37176,,,,,,,,,,,,,,FNSO,Soyo Airport,15,-6.14108,12.37176
4506,ETAD,Spangdahlem Air Base,1172,49.976028,6.697822,,,,,,,,,,,,,,ETAD,Spangdahlem Air Base,1172,49.976028,6.697822
4507,KSPA,Spartanburg Downtown Memorial Airport,798,34.916687,-81.95549,,,,,,,,,,,,,,KSPA,Spartanburg Downtown Memorial Airport,798,34.916687,-81.95549
4508,KSPF,Spearfish Black Hills Airport,3931,44.480278,-103.783058,,,,,,,,,,,,,,KSPF,Spearfish Black Hills Airport,3931,44.480278,-103.783058
4509,KSPW,Spencer Municipal Airport,1339,43.163891,-95.200836,,,,,,,,,,,,,,KSPW,Spencer Municipal Airport,1339,43.163891,-95.200836
4510,EDRY,Speyer Airport,310,49.303154,8.452496,,,,,,,,,,,,,,EDRY,Speyer Airport,310,49.303154,8.452496
4511,KSUS,Spirit of St. Louis Airport,463,38.66,-90.650002,,,,,,,,,,,,,,KSUS,Spirit of St. Louis Airport,463,38.66,-90.650002
4512,LDSP,Split Airport,79,43.53894,16.29796,,,,,,,,,,,,,,LDSP,Split Airport,79,43.53894,16.29796
4513,KSFF,Spokane Felts Field,1957,47.682812,-117.321999,,,,,,,,,,,,,,KSFF,Spokane Felts Field,1957,47.682812,-117.321999
